Material Name,Material Title,Material Synonyms,Stream Name,Stream Title,Drop Off Instructions,Special Instructions
weeds_non-invasive,Weeds (non-invasive),"dandelions, dandilions, garden weeds",wizard_seasonal_yard_waste_collection_test,Seasonal yard waste collection,,"Make sure these arent invasive (regulated) weeds. Mixing invasive weeds with your other yard waste risks spreading the seeds. Pull invasive weeds from the root and put them in the garbage. Visit the <a href=""https://www.edmonton.ca/programs_services/pests/weed-identification.aspx"" Weed Identification page for help identifying invasive weeds."
fiberglass_insulation,Fiberglass insulation,"Fiber glass, building insulation",edmonton_waste_management_centre_ewmc,EWMC drop-off,,
cutlery_wood,Cutlery (wood),"fork, knife, spoon, bamboo utensil, wooden cooking utensil,",wizard_food_scraps_collection_test,Food scraps collection,,"New/unused disposable cutlery is accepted for donation at the <a href=""http://edmonton.ca/reusecentre"" Reuse Centre."
shoe_polish,Shoe polish,,wizard_eco_station_-_household_hazardous_waste,Eco Station drop-off (household hazardous waste),,
corn_husk,Corn husk,,wizard_food_scraps_collection_test,Food scraps collection,,
cell_phone,Cell phone,"cellphone, iphone, smart phone",reuse,Reuse,,
play_doh,Play dough,"play doh, play do, playdoh, playdough",wizard_garbage,Garbage collection,,"Please keep this item out of your food scraps cart. It often includes chemicals, additives, glitter and other items that are not suitable for composting."
waxed_cardboard,Waxed cardboard,,wizard_garbage,Garbage collection,,
plastic_medicine_bottle_empty,Plastic medicine bottle (empty),,wizard_recycling,Recycling collection,,Remove caps or lids and place in garbage.
cutlery_metal,Cutlery (metal),"fork, knife, spoon, metal utensil, Tableware, silverware",reuse,Reuse,,
baby_formula_plastic_tub,Baby formula container (plastic tub),,wizard_recycling,Recycling collection,,Remove caps and lids and place in garbage.
calculator,Calculator,", graphing calculator",drop-off_-_reuse_centre,Reuse Centre drop-off,,
landscaping_materials,Landscaping materials,"decorative stone, mulch, gravel, rocks",wizard_reuse_-_building_materials,Reuse (home renovation materials),,
coffee_cup,Coffee cup,"Tim Hortons cup, Starbucks cup, disposable coffee cup, paper beverage cups, Mcdonalds coffee cup, , starbucks cup, mcdonalds coffee cup",wizard_garbage,Garbage collection,,
plastic_snack_cups,Plastic snack cups,"Pudding Cup, fruit cup, plastic cup, jello cup, dessert cup,",wizard_garbage,Garbage collection,,
appliance_large,Appliance (large),"stove, heater, generator, freezer, , gas range, dishwasher",eco_station_-_electronics_appliances,Eco Station drop-off (electronics & appliances),,"A <a href=""http://edmonton.ca/ecostation"">$20 fee applies for appliances requiring CFC removal (e.g. fridge)."
tissue_paper,Tissue paper,Tissuepaper,drop-off_-_reuse_centre,Reuse Centre drop-off,,
syrup,Syrup,"maple syrup, pancake syrup,",wizard_food_scraps_collection_test,Food scraps collection,,Mop up syrup and other runny sauces with a paper towel or napkin. Place it in your food scraps cart.
cooking_pots_metal,Cooking pot (metal),"saucepan, cast iron frying pan, cast iron grill",eco_station_-_scrap_metal_recycling,Eco Station drop-off (scrap metal),,
pens_pencils,Pens (empty),"fountain pen, ball-point pen, writing utensil",wizard_garbage,Garbage collection,,"Working pens can be brought to the <a href=""https://www.edmonton.ca/programs_services/garbage_waste/reuse-centre.aspx"">Reuse Centre. Some businesses have <a href=""https://www.terracycle.com/en-CA/brigades/staples-en-ca#@54.02407489434523:-102.71170552618241zoom:4"">take-back programs for pen recycling."
sink_ceramic_or_porcelain,Sink (ceramic or porcelain),,eco_station_-_bulky_item,Eco Station drop-off (fees apply),,
wrapping_paper_no_foil,Gift wrap (paper),"Wrapping paper, giftwrap, xmas wrap",wizard_recycling_depots,Recycling Depot drop-off,,
gift_box,Gift box (foil or non-paper),,wizard_garbage,Garbage collection,,
tetra-pak_food,Tetra-pak (food),"tetrapack, tetra pack",wizard_recycling_depots,Recycling Depot drop-off,,
ice_pack,Ice pack,"icepack,",wizard_eco_station_-_household_hazardous_waste,Eco Station drop-off (household hazardous waste),,
craft_supplies,Craft supplies,"pompom, feathers, rubber stamps, craft paper, scrapbooking supplies, paint brush, craft wire",drop-off_-_reuse_centre,Reuse Centre drop-off,,
solar_panel,Solar panel,solar module,eco_station_-_electronics_appliances,Eco Station drop-off (electronics & appliances),,
chair,Chair,,eco_station_-_bulky_item,Eco Station drop-off (fees apply),,
beer_can,Beer can,aluminum can,wizard_recycling_depots,Recycling Depot drop-off,,
humidifier,Humidifier,,reuse,Reuse,,
bar_fridge,Bar fridge,"refrigerator, frige",wizard_eco_station_cfc_appliance,Eco Station drop-off (CFC appliances),,
yogurt_cup,Yogurt cup,,wizard_garbage,Garbage collection,,
vinyl_flooring,Vinyl flooring,,edmonton_waste_management_centre_ewmc,EWMC drop-off,,
plastic_bulk_food_bag,Plastic bulk food bag,,wizard_recycling,Recycling collection,,Stuff plastic bags into one bag and tie closed. This makes them easier to sort and recycle.
eyeglasses,Eyeglasses,"eye glasses, glasses,",wizard_garbage,Garbage collection,,Many charities and businesses collect used eyeglass for those in need. Check with your eyeglasses store to see if they have a program.
coffee_cup_cardboard_sleeve,Coffee cup sleeve (cardboard),,wizard_recycling,Recycling collection,,
ice_cube_tray,Ice cube tray,,wizard_garbage,Garbage collection,,
pool_chemicals,Pool chemicals,"muriatic acid, algaecide, pH buffer, hot tub chemicals, acetate",wizard_eco_station_-_household_hazardous_waste,Eco Station drop-off (household hazardous waste),,
wire_metal,Wire (metal),"wire mesh, guitar strings",wizard_garbage,Garbage collection,,
golf_ball,Golf ball,", golfballs",reuse,Reuse,,
milk_carton,Milk carton,,wizard_recycling_depots,Recycling Depot drop-off,,
radio,Radio,,eco_station_-_electronics_appliances,Eco Station drop-off (electronics & appliances),,
bedding_bag_zippered,Bedding bag (zippered),"plastic pillow bag, plastic sheet bag",wizard_garbage,Garbage collection,,
pump,Pump,"sump pump, water pump",eco_station_-_electronics_appliances,Eco Station drop-off (electronics & appliances),,
plastic_mayonnaise_jar,Plastic mayonnaise jar,,wizard_recycling,Recycling collection,,Rinse container.  Remove caps and lids and place in garbage.
motor_small,Motor (small),,wizard_eco_stations,Eco Station drop-off,,
frying_pan,Frying pan,"teflon pan, metal pan",reuse,Reuse,,   
laundry_soap_scoop_plastic,Laundry soap scoop (plastic),"Laundry detergent scoop,",drop-off_-_reuse_centre,Reuse Centre drop-off,,
popsicle_sticks,Popsicle stick,ice cream sticks,wizard_food_scraps_collection_test,Food scraps collection,,"New/unused popsicle sticks are accepted for donation at the <a href=""https://www.edmonton.ca/programs_services/garbage_waste/reuse-centre.aspx"">Reuse Centre."
fruit_scraps,Fruit scraps,"grape vine, stem, core, peel, banana peel, orange peals, banana leaves, , banana skin, mango skin, coconut shell, watermelon, apple core",wizard_food_scraps_collection_test,Food scraps collection,,
lunch_meat_packaging_plastic,Lunch meat packaging (plastic),"luncheon, deli bag, sandwhich meat, sandwich meat",wizard_garbage,Garbage collection,,
bush_stump,Bush stump,,wizard_eco_station_-_grass_leafy_and_yard_waste,Eco Station drop-off (yard waste),,
computer_cables,Computer cables,"computer cord, ethernet cable",eco_station_-_electronics_appliances,Eco Station drop-off (electronics & appliances),,
refrigerator,Refrigerator,"fridge, refrigirator, refridgerator",wizard_eco_station_cfc_appliance,Eco Station drop-off (CFC appliances),,
ice_cream_pail,Ice cream pail (plastic),"ice cream bucket, icecream bucket, ice cream tub, ice cream plastic tub,",drop-off_-_reuse_centre,Reuse Centre drop-off,,
tree_needles,Tree needles,"pine needles, spruce needles, sprouce needle",wizard_seasonal_yard_waste_collection_test,Seasonal yard waste collection,,
butter,Crisco,"lard, margarine, shortening",wizard_food_scraps_collection_test,Food scraps collection,,
towels,Towels,"bath towels, wash cloth, tea towels, rags",reuse,Reuse,,"Many animal rescue organizations, like the <a href=""https://www.edmontonhumanesociety.com/"" Edmonton Humane Society, accept used towels, linens and blankets for animal bedding."
fruit_pit,Fruit pit,"mango pit, fruit seed, peach pit, avocado pit, plum pit, lychee pit, apricot pit, nectarine pit, avacado pit, olive pits, olive pits, avocado pit",wizard_home_composting,Compost at home,,
nut_shells,Nut shells,"hazelnut shell, almond shell, peanut shell, walnut shell, pistachio shell, sunflower seads shells, spitz, peanut shells",wizard_home_composting,Compost at home,,
keys,Key,,wizard_garbage,Garbage collection,,
beverage_can,Beverage can,"juice can, pop can, aluminum can",bottle_depot,Bottle Depot drop-off,,
vases,Vase,,reuse,Reuse,,
corn_cob,Corn cob,"corn on the cob,",wizard_food_scraps_collection_test,Food scraps collection,,
maps_paper,Maps (paper),,drop-off_-_reuse_centre,Reuse Centre drop-off,,
dish_rack,Dish rack,"dishrack, plastic dish rack",reuse,Reuse,,
baking_flour,Baking flour,flour,wizard_food_scraps_collection_test,Food scraps collection,,
paper_egg_carton,Egg carton (paper),"Cardboard egg carton, egg tray",wizard_recycling,Recycling collection,,
desk,Desk,,eco_station_-_bulky_item,Eco Station drop-off (fees apply),,
condiments,Condiments,"ketchup, mustard, relish, tartar sauce, fish sauce, wasabi, ranch dressing, mayo, soy sauce, tabasco, hoisin sauce, hummus, chutney, vinegar, aioli, salsa, sriracha, oyster sauce, bbq sauce, barbecue sauce, pesto, Worcestershire sauce,",wizard_food_scraps_collection_test,Food scraps collection,,Mop up runny condiments with a paper towel or napkin. Place it in your food scraps cart.
glass_bottle,Glass bottle (beverage),Liquor bottles,wizard_recycling,Recycling collection,,"Remove bottle caps. Take them to the <a href=""http://edmonton.ca/reusecentre"">Reuse Centre or place them in the garbage."
varsol_solvent_full_or_partially_full,Turpentine and solvents,"Acetone, varsol",wizard_eco_station_-_household_hazardous_waste,Eco Station drop-off (household hazardous waste),,
beverage_carton,Beverage carton,Chai carton,bottle_depot,Bottle Depot drop-off,,
fruit_scraps,Fruit scraps,"grape vine, stem, core, peel, banana peel, orange peals, banana leaves, , banana skin, mango skin, coconut shell, watermelon, apple core",wizard_home_composting,Compost at home,,
golf_clubs,Golf clubs,"driver, putter, wedge",wizard_eco_stations,Eco Station drop-off,,
plastic_swimming_pool,Plastic swimming pool,"kiddie pool, backyard pool, portable pool",reuse,Reuse,,
mirror_broken,Mirror (broken),Sharps,eco_station_-_bulky_item,Eco Station drop-off (fees apply),,"Keep waste services staff safe. Box broken pieces and place in your garbage cart for collection. Cart lid must close. If it is too large, take it to an <a href=""http://edmonton.ca/ecostation"">Eco Station."
plastic_bulk_food_bag,Plastic bulk food bag,,wizard_recycling_depots,Recycling Depot drop-off,,Stuff plastic bags into one bag and tie closed. This makes them easier to sort and recycle.
mirror_broken,Mirror (broken),Sharps,wizard_garbage,Garbage collection,,"Keep waste services staff safe. Box broken pieces and place in your garbage cart for collection. Cart lid must close. If it is too large, take it to an <a href=""http://edmonton.ca/ecostation"">Eco Station."
glass_bottle,Glass bottle (beverage),Liquor bottles,wizard_recycling_depots,Recycling Depot drop-off,,"Remove bottle caps. Take them to the <a href=""http://edmonton.ca/reusecentre"">Reuse Centre or place them in the garbage."
compact_mirror,Compact mirror,"pocket mirror, makeup mirror",reuse,Reuse,,
plastic_medicine_bottle_empty,Plastic medicine bottle (empty),,wizard_recycling_depots,Recycling Depot drop-off,,Remove caps or lids and place in garbage.
candle_jar,Candle jar,", Candle glass",wizard_recycling_depots,Recycling Depot drop-off,,
houseplant,Houseplant,"Plants, Plant, aquatic plants, pointsettia",wizard_food_scraps_collection_test,Food scraps collection,,
paper_take-out_food_container,Paper take-out food container,"KFC bucket, take-out containers, kfc container, mcdonald’s sandwich box",wizard_garbage,Garbage collection,,
chopstick_plastic,Chopstick (plastic),,reuse,Reuse,,
muffin_liner,Muffin liner,"muffin paper, muffin wrapper , muffin wrapper",wizard_garbage,Garbage collection,,
helium_tank,Helium tank,,wizard_eco_stations,Eco Station drop-off,,
juice_carton,Juice carton,,bottle_depot,Bottle Depot drop-off,,
greeting_card,Greeting card,", christmas cards, christmas cards, used greeting card, corrugated cardboard",wizard_recycling,Recycling collection,,"Both new and used greeting cards are accepted for donation at the <a href=""https://www.edmonton.ca/programs_services/garbage_waste/reuse-centre.aspx"">Reuse Centre."
aquarium,Aquarium,fish tank,eco_station_-_bulky_item,Eco Station drop-off (fees apply),,
eyeglass_case,Eyeglass case,,reuse,Reuse,,
nut_shells,Nut shells,"hazelnut shell, almond shell, peanut shell, walnut shell, pistachio shell, sunflower seads shells, spitz, peanut shells",wizard_food_scraps_collection_test,Food scraps collection,,
broken_ceramics,Broken ceramics,"vases, plates, cups, flower pots, planters, china, sharps",wizard_garbage,Garbage collection,,Keep waste services staff safe. Box sharp pieces and place in your garbage cart.
plant_pots_ceramic,Plant pot (ceramic),"Flower pots, clay pot",drop-off_-_reuse_centre,Reuse Centre drop-off,,
shoe_box,Shoebox,Shoe box,wizard_recycling_depots,Recycling Depot drop-off,,
herbs_spices,Herbs and spices,"seasoning, salt, pepper, steak spice, oregano, paprika, cinnamon, garlic salt,",wizard_food_scraps_collection_test,Food scraps collection,,Remove herbs and spices from packaging before placing them in the food scraps cart.
plastic_egg_carton,Egg carton (plastic),"egg clam shell container, egg tray",wizard_recycling,Recycling collection,,
elastic_band,Elastic band,"plastic band, rubber band",drop-off_-_reuse_centre,Reuse Centre drop-off,,
vegetables,Vegetable scraps,"Potatoe peel, salad, corn cobs, olives, sweet potato, spaghetti squash, butternut squash, banana squash, kabocha squash, crookneck squash, sweet potato squash, acorn squash, peanuts, lentils, avocado, husks, arugula, cores, peels, potato, celery, pepper, carrot, mushroom, carrots, tomatoes, cabbage. broccoli, squash, pumpkin, avocado, leeks, zucchini, hot peppers, legumes, peas, beans, sprouts, brussel sprouts, beets, pickle, cauliflower, garlic, egg plant, asperges, green onions, cucumber, spinach, artichoke, corn husks, lentils, lettuce, onion skins, onion, corn on the cob, lentils, veg peels, mushroom, mushrooms",wizard_home_composting,Compost at home,,
